1.1.1	brahma ca vā idam agre subrahma cāstām||
1.2.7	tad āhur ṛk subrahmaṇyā3 yajū3s sāmā3 iti | sarvam eveti brūyāt | ṛca ivāsyā nāmadheyaṃ subrahmaṇyeti | tasmād ṛk | mantra evaṃ khalv ayaṃ nigadabhūto bhavati | tasmād yajuḥ | sāmakāriṇaḥ kurvanti yathānyaiḥ sāmabhiḥ | tasmāt sāma | tasmāt sarvam eveti brūyāt ||
1.2.8	tad vā etat subrahmaṇyām āhūya yajamānaṃ vācayati rakṣasām apahatyai ||
1.2.9	sāsi subrahmaṇye tasyās te pṛthivī pāda ity āha | yāny eva pṛthivyām asurarakṣāṃsi tāny eva tenāpahate | sāsi subrahmaṇye tasyās te 'ntarikṣaṃ pāda ity āha | yāny evāntarikṣe 'surarakṣāṃsi tāny eva tenāpahate | sāsi subrahmaṇye tasyās te dyauḥ pāda ity āha | yāny eva divy asurarakṣāṃsi tāny eva tenāpahate | sāsi subrahmaṇye tasyās te diśaḥ pāda ity āha | yāny eva dikṣv asurarakṣāṃsi tāny eva tenāpahate | parorajās te pañcamaḥ pāda ity āha | paraṃ rajaso vai brahmaṇaḥ sthānam | tad etad āha sā na iṣam ūrjaṃ dhukṣvety āha | iṣam evāsmā ūrja dugdhe | vīryam annādyaṃ dhehīty āha | vīryam evāsmā annādyaṃ dadhāti ||
1.2.10	brahmaśrī nāmaitat sāma yat subrahmaṇyā tasmāt prātaranuvāka upākṛte visaṃsthite ca yajñe subrahmaṇyaḥ subrahmaṇyām āhvayati ||
1.2.11	eṣa vai brahma subrahma cāpnoti ya etad ano yuktaṃ subrahmaṇyāya dadāti ||
1.2.12	brahmaṇā caivāsya śriyā ca yajñaṃ samardhayati ya evaṃ veda ||
1.2.13	atho khalv āhur yac cāvagataṃ yac cānavagataṃ sarvasyaiṣaiva prāyaścittir iti tasmād evaṃvidaṃ subrahmaṇyaṃ kurvīta nānevaṃvidam ||
1.3.1	ekacchandaḥ prātaḥsavanaṃ tasmād ekapāt puruṣo haraty anyaṃ praty anyena tiṣṭhati ||
1.3.2	tricchandā mādhyaṃdinaḥ pavamānas tasmāt trayo 'dhaḥprāṇāḥ ||
1.3.3	dve gāyatryāṃ sāmanī | tasmād dvayam adhareṇa prāṇena karoti ||
1.3.4	dve bṛhatyāṃ sāmanī | tasmād dvayam uttareṇa ||
1.3.5	ekaṃ triṣṭubhi sāma | tasmād ekaiva nābhiḥ ||
1.3.6	prāṇānām iva tu vidhṛtiḥ ||
1.3.7	atha yad eva tata ūrdhvaṃ tāni pṛṣṭhāni ||
1.3.8	bārhatāny ekagāyatrīkāṇi | tasmād bṛhatya eva parśavo bṛhatya eva kīkasāḥ pṛṣṭham abhisamāyanti ||
1.3.9	atha yad eva tata ūrdhvaṃ sa ārbhavaḥ pavamānaḥ ||
1.3.10	prāṇo gāyatrī śrotre uṣṇikkakubhau vāg anuṣṭup cakṣur jagatī ||
1.3.11	puṣṭir yad anyat ||
1.3.12	dve gāyatryāṃ sāmanī | tasmād dvayaṃ prāṇena karoti | prāṇiti cāpāniti ca | ekaṃ chandaḥ kakubuṣṇihau dve sāmanī | tasmāt samānaṃ sat śrotraṃ dvedhaiva śṛṇoti | dve anuṣṭubhi sāmanī | tasmād dvayaṃ vācā karoti | satyaṃ cānṛtaṃ ca vadati | ekaṃ jagatyāṃ sāma | tasmād dve akṣiṇī satī samānaṃ paśyato na hi paścād āyantaṃ paśyati ||
1.3.13	atha yad eva tata ūrdhvaṃ mūrdhā tad yajñāyajñīyam||
1.3.14	mūrdhā svānāṃ bhavati ya evaṃ veda ||
1.3.15	adha iva vā anyāny aṅgāny uparīva mūrdhā adha ivāsmād anye svā bhavanty uparīva svānāṃ bhavati | ya evaṃ veda ||
1.3.16	yajño vā atha jajña ity āhur eṣa vāva jāta eṣo 'valuptajarāyur eṣa ārtvijīno ya etaṃ vedam anubrūte yadā vā etaṃ vedam anubrūte atha hainaṃ śṛṇvanty asāv anvavocateti tad vai sa jāyate ||
1.3.17	ūnākṣarā gāyatrī prātaḥsavane prajānāṃ prajātyā ūnād iva hi prajāḥ prajāyante ||
1.3.18	ūnākṣarā gāyatryām ahīyave prajānāṃ prajātyā ūnād iva hi prajāḥ prajāyante ||
1.3.19	ūnākṣarā gāyatrī pṛṣṭheṣu vāmadevye yajamānaloka eva sa madhye hi yajñasya yajamānaḥ ||
1.3.20	ūnākṣarā gāyatrī saṃhite prāṇāpānayoḥ uccāra ūnād iva hi prāṇāpānāv uccarataḥ ||
1.3.21	ūnākṣaraṃ yajñāyajñīyaṃ prāṇānām utsṛṣṭyai ||
1.3.22	yo hi pūrṇam upadhamed yadi pratīyād vipaded yadi na pratīyād viṣyandeta ||
1.3.23	tad āhuḥ savanānāṃ ca vā eta udānāḥ prāṇānāṃ cotsṛṣṭir iti ||
1.4.1	adhvaryav ity āhodgātā mā sma me 'nivedya hotre prātaranuvākam upākaror iti ||
1.4.2	so 'dhvaryuḥ prāha ||
1.4.3	sa hūto vrajati sa pūrvayā dvārā havirdhāne prapadyate ||
1.4.4	sa dakṣiṇasya havirdhānasyottaraṃ cakram abhyapaśrayamāṇa udaṅṅ āsīno viśvarūpā gāyati ||
1.4.5	kṣatraṃ vai stotraṃ viṭ śastraṃ kṣatreṇaivāsmai viśam anu vīryam anu vartmānaṃ karoty atho stutaśastrayor eva samārambhāyāvyavasaṃsrāya saṃtatyai ||
1.4.6	etaddha smāha glāvo maitreyaḥ prāhṇe vā adyāhaṃ pāpavasīyasaṃ vyākariṣyāmīti sa ha sma sadasy evopavasathye 'hany udaṅ āsīno viśvarūpā gāyati ||
1.4.7	tadupavādo 'sty adhvaryo kiṃ stutaṃ stotraṃ hotā prātaranuvākenānvaśaṃsīd iti sa brūyād akārṣam ahaṃ tan mama karma hotāraṃ pṛcchateti | hotaḥ kiṃ stutaṃ stotraṃ prātaranuvākenānvaśaṃsīr iti sa brūyād akārṣam ahaṃ tad yan mama karma udgātāraṃ pṛcchateti | udgātaḥ kiṃ stutaṃ stotraṃ hotā prātaranuvākenānvaśaṃsīd iti sa brūyād akārṣam ahaṃ tad yan mama karmāgāsiṣaṃ yad geyam iti ||
1.4.8	taṃ ced brūyus tamo vai tvam agāsīr na jyotir iti ||
1.4.9	sa brūyāj jyotis tena yena jyotiḥ jyotis tena yenarg jyotis tena yena gāyatrī jyotis tena yena chando jyotis tena yena sāma jyotis tena yena devatā jyotir evāham agāsiṣaṃ na tamo yuṣmāṃs tu pāpmanā tamasā vidhyānīty āha pāpmanaivainās tat tamasā vidhyati ||
1.4.10	yuñje vācaṃ śatapadīm ity āha | vāg vāva śatapady ṛk śatapadī śatasanim eva tad ātmānaṃ ca yajamānaṃ ca karoti ||
1.4.11	gāye sahasravartanīti sāma vai sahasravartani sahasrasanim eva tad ātmānaṃ ca yajamānaṃ ca karoti ||
1.4.12	gāyatraṃ traiṣṭubhaṃ jagad iti gāyatraṃ vai prātaḥsavanaṃ traiṣṭubhaṃ mādhyaṃdinaṃ savanaṃ jāgataṃ tṛtīyasavanaṃ savanāny eva tad yathāsthānaṃ yathārūpaṃ kalpayati ||
1.4.13	viśvā rūpāṇi saṃbhṛtā iti viśvam eva tad vittam ātmane ca yajamānāya ca saṃbharati ||
1.4.14	devā okāṃsi cakrire iti ||
1.4.15	oko hāsmin yajñaḥ kurute ya evaṃ veda ||
1.4.16	asitamṛgā ha sma vai purā kaśyapā udgāyanty atha ha yuvānam anūcānaṃ kusurubindam auddālakiṃ brāhmaṇā udgīthāya vavre | te hocuḥ pari vai no 'yam ārtvijyam ādatte hantemam anuvyāharāmeti taṃ hānuvyāhariṣyanta upaniṣeduḥ | sa hovāca brāhmaṇā namo vo astu prāhṇe vā ahaṃ yajñaṃ samasthāpayaṃ yathā tu vai grāmasya yātasya śīrṇaṃ vā bhagnaṃ vā anu samāvahed evaṃ vā ahaṃ yajñasyāto 'dhikariṣyāmīti | te ha hiṃkṛtyottasthuḥ ka idam asmā avocad iti ||
1.5.1	indro ha vai viśvāmitrāyoktham uvāca | vasiṣṭhāya brahma | vāg uktham ity eva viśvāmitrāya | mano [vāva] brahma vasiṣṭhāya ||
1.5.2	tad vā etad vāsiṣṭhaṃ brahma ||
1.5.3	api haivaṃvidaṃ vā vāsiṣṭhaṃ vā brahmāṇaṃ kurvīta ||
1.5.4	tad yathobhayavartaninā rathena yāṃ yāṃ diśaṃ prārthayate tāṃ tām abhiprāpnoty evam etenobhayavartaninā yajñena yaṃ kāmaṃ kāmayate tam abhyaśnute ||
1.5.5	athārdhabhāg vai manaḥ | prāṇānāṃ sa yad vyāharati vāci tan manaḥ pratiṣṭhāpayati | tad yathaikavartaninā rathena na kāṃcana diśaṃ vyaśnute tādṛg etat ||
1.5.6	yāvad ṛcā yajuṣā sāmnā kuryus tāvad brahmā vācaṃyamo bubhūṣet ||
1.5.7	prajāpatir vā imāṃs trīn vedān asṛjata | ta enaṃ sṛṣṭā nādhinvan tān abhyapīḍayat | tebhyo bhūr bhuvaḥ svar ity akṣarat | bhūr ity ṛgbhyo 'kṣarat | so 'yaṃ loko 'bhavat | bhuvar iti yajurbhyo 'kṣarat | so 'ntarikṣaloko 'bhavat | svar iti sāmabhyo 'kṣarat | sa svargo loko 'bhavat ||
1.5.8	tad yad ṛkta ulbaṇaṃ kriyeta gārhapatyaṃ paretya bhūḥ svāheti juhuyāt | ayaṃ vai loko gārhapatyo 'yaṃ loka ṛgvedas tad vā imaṃ ca lokam ṛgvedaṃ ca svena rasena samardhayati ||
1.5.9	atha yadi yajuṣṭa ulbaṇaṃ kriyetānvāhāryapacanaṃ paretya bhuvaḥ svāheti juhuyāt | antarikṣaloko vā anvāhāryapacano 'ntarikṣaloko yajurvedaḥ | tad vā antarikṣalokaṃ ca yajurvedaṃ ca svena rasena samardhayati ||
1.5.10	atha yadi sāmata ulbaṇaṃ kriyetāhavanīyaṃ paretya svaḥ svāheti juhuyāt | svargo vai loka āhavanīyaḥ | svargo lokaḥ sāmavedaḥ | tad vai svargaṃ ca lokaṃ sāmavedaṃ ca svena rasena samardhayati ||
1.5.11	ato vāva yatamasminn eva katamasmiṃścolbaṇaṃ kriyeta sarveṣv evānuparyāyaṃ juhuyāt | tathā hāsya yajño 'skannaḥ svagākṛto bhavatīti ||
1.5.12	atha skannād vā bhinnād vā tredhā yajña utkrāmati devān divaṃ tṛtīyam antarikṣaṃ manuṣyāṃs tṛtīyaṃ pṛthivīṃ pitrrṃs tṛtīyam ||
1.5.13	tad abhimṛśed devān divaṃ yajño 'gāt tato mā draviṇam aṣṭu | antarikṣaṃ manuṣyān yajño 'gāt tato mā draviṇam aṣṭu | pṛthivīṃ pitṛn yajño 'gāt tato mā draviṇam aṣṭu | yatra va ca yajño 'gāt tato mā draviṇam aṣṭu | iti | tad vā ātmānaṃ ca yajamānaṃ ca svena rasena samardhayati ||
1.5.14	varuṇo vā etad viṣṇau yajñam upāyati ||
1.5.15	yad yajña ulbaṇaṃ kriyate tad apa upaninayed yayor ojasā skabhitā rajāṃsi vīryebhir vīratamā śaviṣṭhā yā patyete apratītā sahobhir viṣṇū agan varuṇā pūrvahūtau svāheti tad vā ātmānaṃ ca yajamānaṃ ca svena rasena samardhayati ||
1.6.1	ye virājam atiyajante virājam eva ta īpsanto 'muṣmin loke śrāmyanti | atha ya enām arvāg dabhnuvanti virājam eva ta īpsanto 'muṣmin loke śrāmyanti | teṣāṃ tathā śrāmyatāṃ sukṛtaṃ kṣīyate | na hi tad amuṣmin loke śaknuvanti yad asmāl lokād akṛtvā prayanti ||
1.6.2	etaddha smāhoddālaka āruṇiḥ kathaṃ te yajeran kathaṃ vā yājayeyur ye yajñasya vyṛddhena na nandanti | nandanti yat samṛddheneti ||
1.6.3	ahaṃ vāva kāle yajeya | ahaṃ kāle yājayeyam | yo 'haṃ yajñasya vyṛddhena na nandāmi | nandāmi yat samṛddheneti ||
1.6.4	api ha svād eva kāmād yajñasya vyardhayati | bhūyasīr upāpsīr upāpsyāmi bhiṣakkṛtvā ||
1.6.5	etaddha sma vai tad vidvān āha yāvad vā ṛcā hotā karoti hotṛṣv eva tāvad yajñaḥ | yāvad yajuṣādhvaryur adhvaryuṣy eva tāvat | yāvat sāmnodvātodgātṛṣv eva tāvad | brahmaṇy eva tāvad yajño yatroparatāḥ ||
1.6.6	tasmāt tasminn antardhau brahmā vācaṃyamo bubhūṣet ||
1.6.7	sa yadi pramatto vyāhared etā vā vyāhṛtīr manasānudravet | bhūr bhuvaḥ svar iti ||
1.6.8	vaiṣṇavīṃ varcam idaṃ viṣṇur vicakrame ||
1.6.9	rājño ha mitasya markaṭo 'ṃśūn ādāya vṛkṣam āpupruve ||
1.6.10	sa hāruṇir āhutim udyatyovāca punaḥ vainān nivapsyasy ato vāva mṛto 'vapapsyasa iti ||
1.6.11	sa hovāca kiṃ hoṣyasīti ||
1.6.12	prāyaścittam iti ||
1.6.13	kiṃ prāyaścittam iti ||
1.6.14	sarvaprāyaścittam iti ||
1.6.15	kiṃ sarvaprāyaścittam iti||
1.6.16	mahāvyāhṛtīr eva maghavann iti ||
1.6.17	sa hovācom āruṇe yad āhutim anūciṣe kathaṃ nu vidāṃcakartha markaṭo 'ṃśūn ādatteti ||
1.6.18	sa hovāca yac cāvagataṃ yac cānavagataṃ sarvasyaiṣaiva prāyaścittir iti ||
1.6.19	tasmād etām eva juhuyāt ||
1.6.20	api vājñātaṃ yad anājñātaṃ yajñasya kriyate mithv agne kalpaya tvam | hi vettha yathāyathaṃ svāheti | api vā prājāpatyāṃ prajāpate na tvad etāny anyo viśvā jātāni paritā babhūva | yatkāmās te juhumas tan no astu vayaṃ syāma patayo rayīṇāṃ svāheti | tad vā ātmānaṃ ca yajamānaṃ ca svena rasena samardhayati ||
1.6.21	atha yad vai kiṃca yajñe mṛnmayaṃ bhidyeta tad abhimṛśed bhūmir bhūmim agān mātā mātaram apyagād | bhūyāma putraiḥ paśubhir yo 'smān dveṣṭi sa bhidyatām iti | tad vā ātmānaṃ ca yajamānaṃ ca svena rasena samardhayati ||
1.7.1	ghnantīva vā etat somaṃ rājānaṃ preva mīyate | yad enam abhiṣuṇvanti tasyaitām anustaraṇīṃ kurvanti yat saumyaṃ carum | tasmāt puruṣāya puruṣāyānustaraṇī kriyate ||
1.7.2	sādhyānāṃ vai devānāṃ sattram āsīnānāṃ śarkarā akṣasu jajñire | te hendram upaniṣeduḥ | kathaṃ nu teṣāṃ śarkarā akṣasu jāyeran yās tvaṃ vidyā iti | tebhya etat saumye carau śyāvam ājyaṃ prāyacchat | tad avekṣanta | te prāpaśyan | prapaśyaty anandho bhavati ya evaṃ vidvānt saumyaṃ carum avekṣate ||
1.7.3	yo 'lam annādyāya sann athānnaṃ nādyād dakṣiṇārdhaṃ sadaso gatvaitaṃ saumyātiśeṣaṃ prāśnīyāt | janaṃ vā etasmād annādyaṃ krāmati | yo 'lam annādyāya sann athānnaṃ nātti jano 'smāt pitaro janyenaivānnenānnam atti | annādo bhavati ||
2.1.1	prajāpatir akāmayata bahuḥ syāṃ prajāyeyeti | sa etāṃ retasyām ṛcaṃ sāmnā pracchannām agāyat | yad ṛcam asāmnīm agāsyad asthy amāṃsam ajaniṣyata | yat sāmānṛcaṃ māṃsam anasthikam ajaniṣyata ṛcaṃ sāmnā pracchannāṃ gāyati | tasmāt puruṣaḥ pracchanno māṃsena tvacā lomnā jāyate ||
2.1.2	trir udgṛhṇāti ||
2.1.3	traya ime lokā eṣāṃ lokānām avaruddhyai tribhyaś ca retaḥ sicyate ||
2.1.4	na hiṃkuryāt ||
2.1.5	vajro vai hiṃkāro balam iva reto yaddhiṃkuryād vajreṇa hiṃkāreṇa retaḥ siktaṃ vicchindyāt ||
2.1.6	retasyā [gāyatrī] chandasā | prājāpatyā devatayā | sarvam etayā dhyāyan gāyet | sarvaṃ hīdaṃ retaḥ ||
2.1.7	dvitīyāṃ gāyati ||
2.1.8	tasyā he akṣare saśayanī vyatiṣajati | madhyamasya ca pādasyottamam uttamasya ca prathamam ||
2.1.9	vyatiṣaktau prāṇāpānau prajā dadhataḥ ||
2.1.10	gāyatrī chandasāgneyī devatayā | pṛthivīm etayā dhyāyan gāyet ||
2.1.11	tṛtīyāṃ gāyati ||
2.1.12	tāṃ balavad ivoraseva gāyati ||
2.1.13	tasyā dve uttamārdhe 'kṣare dyotayati ||
2.1.14	cakṣur eva tad yunakti tasmād yuktaṃ cakṣuḥ ||
2.1.15	triṣṭup chandasaindrīdevatayāntarikṣam etayā dhyāyan gāyet ||
2.1.16	caturthīṃ gāyati ||
2.1.17	tasyāś catvāri catvāry akṣarāṇi nikrīḍayann iva gāyaty ā dvādaśebhyo 'kṣarebhyaḥ ||
2.1.18	dvādaśākṣarapadā jagatī | paśavo vai jagatī | paśuṣv eva pratitiṣṭhati ||
2.1.19	tasyāś catvāry uttamārdhe 'kṣarāṇi dyotayati ||
2.1.20	śrotram eva tad yunakti | tasmād yuktaṃ śrotram | śrotre dve pratiśravaṇe dve | tasmāt puruṣaḥ sarvā diśaḥ śṛṇoti | api parāṅ yan pratyaṅ śṛṇoti ||
2.1.21	jagatī chandasā | saurī devatayā | divam etayā dhyāyan gāyet ||
2.1.22	pañcamīṃ gāyati ||
2.1.23	tāṃ ninardann iva gāyati ||
2.1.24	āha bahutamāt puruṣād annam atti | annādo bhavati | ya evaṃ veda ||
2.1.25	niruktāṃ cāniruktāṃ gāyati ||
2.1.26	niruktena vai vāco bhuñjate 'niruktam asyā upajīvanti | bhuṅkte vācam upaināṃ jīvati | ya evaṃ veda ||
2.1.27	anuṣṭup chandasā | prājāpatyā devatayā | sarvam etayā dhyāyan gāyet | sarva hīdaṃ prājāpatyam ||
2.1.28	ṣaṣṭhīṃ gāyati ||
2.1.29	tasyā dve dve akṣare udāsaṃ gāyaty ā ṣaḍbhyo 'kṣarebhyaḥ ||
2.1.30	ṣaḍ ṛtava ṛtuṣv eva pratitiṣṭhati ||
2.1.31	paṅktiś chandasā | saumī devatayā | diśa etayā dhyāyan gāyet ||
2.1.32	iheva ca vā eṣa iheva ca manasā gacchati | yo gāyatre prātaḥ savane triṣṭubhaṃ gāyati jagatīṃ gāyaty anuṣṭubhaṃ gāyati paṅktiṃ gāyati | āste ||
2.1.33	gāyatre dve gāyati ||
2.1.34	prāṇam eva tad abhyeti | prāṇo hi gāyatram | panthānam eva tad abhyeti | panthā hi gāyatram ||
2.1.35	rathantaravarṇām uttamāṃ gāyati ||
2.1.36	iyaṃ vai rathantaram asyām eva pratitiṣṭhati ||
2.2.1	tā vā etā devalokāya yujyante yat parācyaḥ||
2.2.2	pratīcyo manuṣyalokāya ||
2.2.3	eṣa vāva jāta eṣo 'valuptajarāyur eṣa ārtvijīno yasya dhuro gīyante yaś caivaṃ vidvān dhuro gāyati | jātam evainam annādyāya parivṛṇakti | ubhāv annam atta udgātā ca yajamānaś ca||
2.2.4	yā prathamā tām annādyaṃ dhyāyan gāyet ||
2.2.5	retasa eva tat siktāyānnādyaṃ pratidadhāti ||
2.2.6	na hiṃkuryāt ||
2.2.7	yaddhiṃkuryād vajreṇa hiṃkāreṇa retas siktaṃ vicchindyāt ||
2.2.8	retasyā chando yujyate | mano dhīyate ||
2.2.9	yā dvitīyā tāṃ gāyatrī māgāṃ gāyaṃs tasyā dve akṣare saśayanī vyatiṣajati | madhyamasya ca padasyottamam uttamasya ca prathamam | vyatiṣaktau prāṇāpānau prajā dadhato gāyatrī chando yujyate | prāṇāpānau dhīyete ||
2.2.10	yā tṛtīyā tāṃ triṣṭubham āgāṃ gāyaṃs tasyā dve uttamārdhe 'kṣare dyotayati | cakṣur eva tad yunakti | tasmād virūpaṃ cakṣuḥ kṛṣṇam anyacchuklam anyat triṣṭup chando yujyate | cakṣuṣī dhīyete ||
2.2.11	yā caturthī tāṃ jagatīm āgāṃ gāyaṃs tasyāś catvāry uttamārdhe 'kṣarāṇi dyotayati | śrotram eva tad yunakti | tasmād yuktaṃ śrotram | śrotre he pratiśravaṇe dve | tasmād api parāṅ yan pratyaṅ śṛṇoti | jagatī chando yujyate | śrotre dhīyete ||
2.2.12	yā pañcamī tām anuṣṭabham āgāṃ gāyaṃś caturdhā vyāvṛjya gāyeta | caturdhā vā idaṃ puruṣo vīryāya vikṛto jāyate | vīryāyevaināṃ tad vyāvṛjya gāyati | uccāvacām iva gāyet | uccāvacaiva hi vāk | saṃkṣṇutyeva gāyet | saṃkṣṇutyeva hi vācaṃ puruṣo vadati | anuṣṭup chando yujyate | vāg dhīyate ||
2.2.13	yā ṣaṣṭhī tāṃ paṅktim āgāṃ gāyaṃs tasyā dve dve akṣare udāsaṃ gāyaty ā ṣaḍbhyo 'kṣarebhyaḥ | ṣaḍ ṛtavaḥ ṛtuṣv eva pratitiṣṭhati | paṅktiś chando yujyate | samānodānau dhīyete ||
2.2.14	sad iti prathamāyā dhuro nidhanam | retaso hy adhi saj jāyate ||
2.2.15	sam iti dvitīyāyāḥ | retaso hy adhi saṃbhavaḥ ||
2.2.16	svar iti tṛtīyāyāḥ | pra svargaṃ lokaṃ jānāti ||
2.2.17	iḍeti caturthyāḥ | paśavo vā iḍā | paśuṣv eva pratitiṣṭhati ||
2.2.18	vāg iti pañcamyāḥ | sarvā asmin puṇyā vāco vadanti ||
2.2.19	ya evaṃ veda ||
2.2.20	yā prathamā tām āyacchann iva gāyet | āyata iva hy ayam avāṅ prāṇaḥ ||
2.2.21	yā dvitīyā tāṃ ghoṣiṇīm iva gāyeta | ghoṣīva hy ayam apānaḥ ||
2.2.22	yā tṛtīyā tām udyacchann iva gāyet | udyata iva hy ayaṃ prāṇaḥ ||
2.2.23	yā caturthī tāṃ nikrīḍayann iva gāyet | nikrīḍita iva hy ayaṃ vyānaḥ ||
2.2.24	yā pañcamī tāṃ niruktām aniruktām iva gāyet | nirukto 'nirukta iva hy ayaṃ samānaḥ ||
2.2.25	yā ṣaṣṭhī tām udāsam iva gāyet | udasta iva hy ayam udāno yacchṛṅgam ||
2.2.26	rathantaravarṇām uttamāṃ gāyet | iyaṃ vai rathantaram asyām eva pratitiṣṭhati ||
2.3.1	devāś ca vā asurāś caiṣu lokeṣv aspardhanta | te devāḥ prajāpatim upādhāvan ||
2.3.2	tebhya etān dhuraḥ prāṇān prāyacchat | manaḥ prathamam atha prāṇam atha cakṣur atha śrotram atha vācam ||
2.3.3	tābhyaḥ pañcabhyo dhūrbhyaḥ puruṣaṃ ca paśuṃś ca niramimīta ||
2.3.4	tena puruṣeṇāsurān adhūrvan | yad adhūrvaṃs tad dhurāṃ dhūstvam | dhūrvati pāpmānaṃ bhrātṛvyaṃ ya evaṃ veda ||
2.3.5	yo vai dhurāṃ dhūstvaṃ veda dhurā dhurā bhrātṛvyād vasīyān bhavati | etad vai dhurāṃ dhūstvaṃ yan nānāvīryā nānārūpā nānāchandasyā nānādevatyāḥ samānaṃ hiṃkāram abhisaṃpadyante | etad vai dhurāṃ dhūstvam | dhurā dhurā bhrātṛvyād vasīyān bhavati | ya evaṃ veda ||
2.3.6	yo vai dhūrṣu mahāvrataṃ veda sarvā asmin puṇyā vāco vadanti ||
2.3.7	śiro gāyatry uras triṣṭup madhyaṃ jagatī pādāv anuṣṭup sarvā asmin puṇyā vāco vadanti ya evaṃ veda ||
2.3.8	yo vā evaṃ dhuro vidvān athāsāṃ vrataṃ caraty āgamiṣyato 'sya pūrvedyuḥ puṇyā kīrtir āgacchati ||
2.3.9	surabhir eva gandho gāyatryā vratam | darśanīyaṃ triṣṭubhaḥ | śravaṇīyaṃ jagatyāḥ | yad eva vācā puṇyaṃ vadati tad anuṣṭubhaḥ | tad u sarvāsāṃ vratam ||
2.3.10	tad u vidvāṃsam āhur ati no 'vādīr iti tad anādṛtyam ||
2.3.11	yasya vai dhuro vigītās tasya saṃgītāḥ ||
2.3.12	yasya vā etā bahiṣpavamāne vigīyāntarājyeṣu saṃgāyanti tasya vai dhuro vigītās tasya saṃgītāḥ ||
2.3.13	yaḥ kāmayetaikadhā yajamānaṃ yaśa ṛcched yathādiṣṭaṃ prajāḥ syur iti hotur ājye gāyet | ekadhā yajamānaṃ yaśa ṛcchati yathādiṣṭaṃ prajā bhavanti ||
2.3.14	yaḥ kāmayeta kalperan prajā yathādiṣṭaṃ yajamānaḥ syād iti yathājyaṃ gāyet | kalpante prajā yathādiṣṭaṃ yajamāno bhavati ||
2.3.15	yo vā evaṃ dhuro vedānapajayyam ātmane ca yajamānāya ca lokaṃ jayaty ati yajamānam ātmānaṃ mṛtyuṃ paraṃ svarga lokaṃ harati ||
